NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
1,Brasil,2,%,45.03,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198207,julho 1982
1,Brasil,2,%,44.13,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198208,agosto 1982
1,Brasil,2,%,43.26,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198209,setembro 1982
1,Brasil,2,%,41.31,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198210,outubro 1982
1,Brasil,2,%,39.49,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198211,novembro 1982
1,Brasil,2,%,40.41,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198212,dezembro 1982
1,Brasil,2,%,43.42,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198301,janeiro 1983
1,Brasil,2,%,45.97,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198302,fevereiro 1983
1,Brasil,2,%,49.12,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198303,março 1983
1,Brasil,2,%,52.17,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198304,abril 1983
1,Brasil,2,%,53.89,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198305,maio 1983
1,Brasil,2,%,56.86,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198306,junho 1983
1,Brasil,2,%,58.93,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198307,julho 1983
1,Brasil,2,%,60.78,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198308,agosto 1983
1,Brasil,2,%,65.20,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198309,setembro 1983
1,Brasil,2,%,68.75,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198310,outubro 1983
1,Brasil,2,%,70.18,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198311,novembro 1983
1,Brasil,2,%,68.31,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198312,dezembro 1983
1,Brasil,2,%,67.69,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198401,janeiro 1984
1,Brasil,2,%,68.29,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198402,fevereiro 1984
1,Brasil,2,%,66.21,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198403,março 1984
1,Brasil,2,%,67.24,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198404,abril 1984
1,Brasil,2,%,69.84,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198405,maio 1984
1,Brasil,2,%,72.03,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198406,junho 1984
1,Brasil,2,%,72.12,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198407,julho 1984
1,Brasil,2,%,71.88,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198408,agosto 1984
1,Brasil,2,%,76.31,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198409,setembro 1984
1,Brasil,2,%,77.75,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198410,outubro 1984
1,Brasil,2,%,80.16,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198411,novembro 1984
1,Brasil,2,%,83.26,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198412,dezembro 1984
1,Brasil,2,%,86.66,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198501,janeiro 1985
1,Brasil,2,%,89.25,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198502,fevereiro 1985
1,Brasil,2,%,86.56,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198503,março 1985
1,Brasil,2,%,82.77,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198504,abril 1985
1,Brasil,2,%,77.27,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198505,maio 1985
1,Brasil,2,%,71.75,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198506,junho 1985
1,Brasil,2,%,69.53,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198507,julho 1985
1,Brasil,2,%,71.34,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198508,agosto 1985
1,Brasil,2,%,72.83,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198509,setembro 1985
1,Brasil,2,%,76.69,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198510,outubro 1985
1,Brasil,2,%,87.86,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198511,novembro 1985
1,Brasil,2,%,99.26,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198512,dezembro 1985
1,Brasil,2,%,106.59,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198601,janeiro 1986
1,Brasil,2,%,107.82,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198602,fevereiro 1986
1,Brasil,2,%,95.95,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198603,março 1986
1,Brasil,2,%,78.52,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198604,abril 1986
1,Brasil,2,%,58.83,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198605,maio 1986
1,Brasil,2,%,39.78,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198606,junho 1986
1,Brasil,2,%,24.30,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198607,julho 1986
1,Brasil,2,%,14.20,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198608,agosto 1986
1,Brasil,2,%,10.87,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198609,setembro 1986
1,Brasil,2,%,12.11,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198610,outubro 1986
1,Brasil,2,%,16.59,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198611,novembro 1986
1,Brasil,2,%,28.53,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198612,dezembro 1986
1,Brasil,2,%,43.06,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198701,janeiro 1987
1,Brasil,2,%,55.61,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198702,fevereiro 1987
1,Brasil,2,%,78.04,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198703,março 1987
1,Brasil,2,%,108.08,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198704,abril 1987
1,Brasil,2,%,139.65,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198705,maio 1987
1,Brasil,2,%,156.95,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198706,junho 1987
1,Brasil,2,%,147.88,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198707,julho 1987
1,Brasil,2,%,130.79,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198708,agosto 1987
1,Brasil,2,%,113.75,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198709,setembro 1987
1,Brasil,2,%,99.61,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198710,outubro 1987
1,Brasil,2,%,89.14,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198711,novembro 1987
1,Brasil,2,%,80.35,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198712,dezembro 1987
1,Brasil,2,%,96.33,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198801,janeiro 1988
1,Brasil,2,%,116.61,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198802,fevereiro 1988
1,Brasil,2,%,136.34,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198803,março 1988
1,Brasil,2,%,153.49,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198804,abril 1988
1,Brasil,2,%,158.64,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198805,maio 1988
1,Brasil,2,%,176.43,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198806,junho 1988
1,Brasil,2,%,183.46,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198807,julho 1988
1,Brasil,2,%,197.89,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198808,agosto 1988
1,Brasil,2,%,222.83,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198809,setembro 1988
1,Brasil,2,%,239.97,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198810,outubro 1988
1,Brasil,2,%,270.43,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198811,novembro 1988
1,Brasil,2,%,290.77,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198812,dezembro 1988
1,Brasil,2,%,340.71,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198901,janeiro 1989
1,Brasil,2,%,323.28,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198902,fevereiro 1989
1,Brasil,2,%,254.76,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198903,março 1989
1,Brasil,2,%,205.93,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198904,abril 1989
1,Brasil,2,%,181.97,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198905,maio 1989
1,Brasil,2,%,181.86,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198906,junho 1989
1,Brasil,2,%,161.87,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198907,julho 1989
1,Brasil,2,%,199.84,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198908,agosto 1989
1,Brasil,2,%,286.13,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198909,setembro 1989
1,Brasil,2,%,398.19,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198910,outubro 1989
1,Brasil,2,%,524.51,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198911,novembro 1989
1,Brasil,2,%,635.43,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,198912,dezembro 1989
1,Brasil,2,%,864.63,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199001,janeiro 1990
1,Brasil,2,%,1167.78,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199002,fevereiro 1990
1,Brasil,2,%,1580.94,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199003,março 1990
1,Brasil,2,%,1289.29,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199004,abril 1990
1,Brasil,2,%,911.19,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199005,maio 1990
1,Brasil,2,%,645.88,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199006,junho 1990
1,Brasil,2,%,402.68,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199007,julho 1990
1,Brasil,2,%,222.90,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199008,agosto 1990
1,Brasil,2,%,102.55,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199009,setembro 1990
1,Brasil,2,%,100.51,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199010,outubro 1990
1,Brasil,2,%,117.70,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199011,novembro 1990
1,Brasil,2,%,130.73,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199012,dezembro 1990
1,Brasil,2,%,146.73,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199101,janeiro 1991
1,Brasil,2,%,163.87,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199102,fevereiro 1991
1,Brasil,2,%,158.13,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199103,março 1991
1,Brasil,2,%,136.98,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199104,abril 1991
1,Brasil,2,%,117.95,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199105,maio 1991
1,Brasil,2,%,104.61,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199106,junho 1991
1,Brasil,2,%,90.48,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199107,julho 1991
1,Brasil,2,%,82.44,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199108,agosto 1991
1,Brasil,2,%,88.49,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199109,setembro 1991
1,Brasil,2,%,115.85,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199110,outubro 1991
1,Brasil,2,%,151.57,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199111,novembro 1991
1,Brasil,2,%,179.90,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199112,dezembro 1991
1,Brasil,2,%,213.59,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199201,janeiro 1992
1,Brasil,2,%,237.16,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199202,fevereiro 1992
1,Brasil,2,%,253.98,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199203,março 1992
1,Brasil,2,%,253.10,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199204,abril 1992
1,Brasil,2,%,252.11,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199205,maio 1992
1,Brasil,2,%,242.15,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199206,junho 1992
1,Brasil,2,%,230.98,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199207,julho 1992
1,Brasil,2,%,225.18,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199208,agosto 1992
1,Brasil,2,%,233.83,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199209,setembro 1992
1,Brasil,2,%,248.61,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199210,outubro 1992
1,Brasil,2,%,242.00,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199211,novembro 1992
1,Brasil,2,%,256.30,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199212,dezembro 1992
1,Brasil,2,%,281.22,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199301,janeiro 1993
1,Brasil,2,%,290.09,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199302,fevereiro 1993
1,Brasil,2,%,298.32,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199303,março 1993
1,Brasil,2,%,306.30,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199304,abril 1993
1,Brasil,2,%,323.55,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199305,maio 1993
1,Brasil,2,%,339.88,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199306,junho 1993
1,Brasil,2,%,341.13,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199307,julho 1993
1,Brasil,2,%,369.30,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199308,agosto 1993
1,Brasil,2,%,400.39,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199309,setembro 1993
1,Brasil,2,%,424.55,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199310,outubro 1993
1,Brasil,2,%,456.88,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199311,novembro 1993
1,Brasil,2,%,485.87,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199312,dezembro 1993
1,Brasil,2,%,533.33,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199401,janeiro 1994
1,Brasil,2,%,568.17,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199402,fevereiro 1994
1,Brasil,2,%,602.93,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199403,março 1994
1,Brasil,2,%,648.92,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199404,abril 1994
1,Brasil,2,%,695.71,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199405,maio 1994
1,Brasil,2,%,757.29,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199406,junho 1994
1,Brasil,2,%,548.17,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199407,julho 1994
1,Brasil,2,%,370.67,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199408,agosto 1994
1,Brasil,2,%,234.76,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199409,setembro 1994
1,Brasil,2,%,140.77,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199410,outubro 1994
1,Brasil,2,%,71.86,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199411,novembro 1994
1,Brasil,2,%,18.57,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199412,dezembro 1994
1,Brasil,2,%,12.86,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199501,janeiro 1995
1,Brasil,2,%,11.93,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199502,fevereiro 1995
1,Brasil,2,%,11.95,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199503,março 1995
1,Brasil,2,%,11.75,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199504,abril 1995
1,Brasil,2,%,11.59,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199505,maio 1995
1,Brasil,2,%,12.20,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199506,junho 1995
1,Brasil,2,%,12.92,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199507,julho 1995
1,Brasil,2,%,12.89,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199508,agosto 1995
1,Brasil,2,%,12.27,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199509,setembro 1995
1,Brasil,2,%,11.15,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199510,outubro 1995
1,Brasil,2,%,9.85,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199511,novembro 1995
1,Brasil,2,%,9.10,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199512,dezembro 1995
1,Brasil,2,%,8.01,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199601,janeiro 1996
1,Brasil,2,%,8.06,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199602,fevereiro 1996
1,Brasil,2,%,7.37,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199603,março 1996
1,Brasil,2,%,7.21,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199604,abril 1996
1,Brasil,2,%,6.95,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199605,maio 1996
1,Brasil,2,%,6.56,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199606,junho 1996
1,Brasil,2,%,6.32,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199607,julho 1996
1,Brasil,2,%,5.70,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199608,agosto 1996
1,Brasil,2,%,5.49,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199609,setembro 1996
1,Brasil,2,%,4.49,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199610,outubro 1996
1,Brasil,2,%,3.56,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199611,novembro 1996
1,Brasil,2,%,2.82,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199612,dezembro 1996
1,Brasil,2,%,2.89,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199701,janeiro 1997
1,Brasil,2,%,2.95,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199702,fevereiro 1997
1,Brasil,2,%,3.32,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199703,março 1997
1,Brasil,2,%,3.92,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199704,abril 1997
1,Brasil,2,%,4.01,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199705,maio 1997
1,Brasil,2,%,4.09,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199706,junho 1997
1,Brasil,2,%,3.10,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199707,julho 1997
1,Brasil,2,%,2.56,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199708,agosto 1997
1,Brasil,2,%,2.11,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199709,setembro 1997
1,Brasil,2,%,1.45,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199710,outubro 1997
1,Brasil,2,%,1.20,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199711,novembro 1997
1,Brasil,2,%,1.09,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199712,dezembro 1997
1,Brasil,2,%,1.59,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199801,janeiro 1998
1,Brasil,2,%,2.08,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199802,fevereiro 1998
1,Brasil,2,%,2.36,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199803,março 1998
1,Brasil,2,%,2.37,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199804,abril 1998
1,Brasil,2,%,2.71,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199805,maio 1998
1,Brasil,2,%,2.29,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199806,junho 1998
1,Brasil,2,%,1.45,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199807,julho 1998
1,Brasil,2,%,0.47,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199808,agosto 1998
1,Brasil,2,%,-0.09,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199809,setembro 1998
1,Brasil,2,%,-0.31,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199810,outubro 1998
1,Brasil,2,%,-0.93,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199811,novembro 1998
1,Brasil,2,%,-0.62,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199812,dezembro 1998
1,Brasil,2,%,0.20,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199901,janeiro 1999
1,Brasil,2,%,1.77,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199902,fevereiro 1999
1,Brasil,2,%,3.11,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199903,março 1999
1,Brasil,2,%,3.67,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199904,abril 1999
1,Brasil,2,%,4.11,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199905,maio 1999
1,Brasil,2,%,3.96,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199906,junho 1999
1,Brasil,2,%,4.36,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199907,julho 1999
1,Brasil,2,%,3.86,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199908,agosto 1999
1,Brasil,2,%,3.05,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199909,setembro 1999
1,Brasil,2,%,3.69,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199910,outubro 1999
1,Brasil,2,%,4.36,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199911,novembro 1999
1,Brasil,2,%,4.79,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,199912,dezembro 1999
1,Brasil,2,%,4.30,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200001,janeiro 2000
1,Brasil,2,%,3.86,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200002,fevereiro 2000
1,Brasil,2,%,3.76,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200003,março 2000
1,Brasil,2,%,2.97,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200004,abril 2000
1,Brasil,2,%,2.02,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200005,maio 2000
1,Brasil,2,%,1.64,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200006,junho 2000
1,Brasil,2,%,2.64,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200007,julho 2000
1,Brasil,2,%,3.85,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200008,agosto 2000
1,Brasil,2,%,3.86,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200009,setembro 2000
1,Brasil,2,%,3.57,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200010,outubro 2000
1,Brasil,2,%,3.89,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200011,novembro 2000
1,Brasil,2,%,4.26,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200012,dezembro 2000
1,Brasil,2,%,3.20,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200101,janeiro 2001
1,Brasil,2,%,2.33,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200102,fevereiro 2001
1,Brasil,2,%,2.48,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200103,março 2001
1,Brasil,2,%,2.93,1,Brasil,2264,IPCA - Variação acumulada em 6 meses,200104,abril 2001
